Year,Period,Week Ending,State,State ANSI,Watershed,Data Item,Value,CV (%)
2015,OCT THRU DEC,,CONNECTICUT,9,,"LOSS, DEADOUT",210,
2015,OCT THRU DEC,,FLORIDA,12,,"LOSS, DEADOUT","37,000",
2015,OCT THRU DEC,,GEORGIA,13,,"LOSS, DEADOUT","18,000",
2015,OCT THRU DEC,,HAWAII,15,,"LOSS, DEADOUT",690,
2015,OCT THRU DEC,,IDAHO,16,,"LOSS, DEADOUT","22,000",
2015,OCT THRU DEC,,ILLINOIS,17,,"LOSS, DEADOUT",690,
2015,OCT THRU DEC,,INDIANA,18,,"LOSS, DEADOUT","1,100",
2015,OCT THRU DEC,,IOWA,19,,"LOSS, DEADOUT","4,300",
2015,OCT THRU DEC,,KANSAS,20,,"LOSS, DEADOUT","3,400",
2015,OCT THRU DEC,,KENTUCKY,21,,"LOSS, DEADOUT","1,100",
2015,OCT THRU DEC,,LOUISIANA,22,,"LOSS, DEADOUT","4,900",
2015,OCT THRU DEC,,MAINE,23,,"LOSS, DEADOUT",60,
2015,OCT THRU DEC,,MARYLAND,24,,"LOSS, DEADOUT",730,
2015,OCT THRU DEC,,MASSACHUSETTS,25,,"LOSS, DEADOUT",260,
2015,OCT THRU DEC,,MICHIGAN,26,,"LOSS, DEADOUT","9,000",
2015,OCT THRU DEC,,MINNESOTA,27,,"LOSS, DEADOUT","10,000",
2015,OCT THRU DEC,,MISSISSIPPI,28,,"LOSS, DEADOUT","1,500",
2015,OCT THRU DEC,,MISSOURI,29,,"LOSS, DEADOUT",690,
2015,OCT THRU DEC,,MONTANA,30,,"LOSS, DEADOUT","10,000",
2015,OCT THRU DEC,,NEBRASKA,31,,"LOSS, DEADOUT","7,000",
2015,OCT THRU DEC,,NEW JERSEY,34,,"LOSS, DEADOUT",270,
2015,OCT THRU DEC,,NEW MEXICO,35,,"LOSS, DEADOUT",290,
2015,OCT THRU DEC,,NEW YORK,36,,"LOSS, DEADOUT","4,000",
2015,OCT THRU DEC,,NORTH CAROLINA,37,,"LOSS, DEADOUT","2,200",
2015,OCT THRU DEC,,NORTH DAKOTA,38,,"LOSS, DEADOUT","35,000",
2015,OCT THRU DEC,,OHIO,39,,"LOSS, DEADOUT","2,400",
2015,OCT THRU DEC,,OKLAHOMA,40,,"LOSS, DEADOUT",650,
2015,OCT THRU DEC,,OREGON,41,,"LOSS, DEADOUT","8,500",
2015,OCT THRU DEC,,PENNSYLVANIA,42,,"LOSS, DEADOUT","2,500",
2015,OCT THRU DEC,,SOUTH CAROLINA,45,,"LOSS, DEADOUT","2,200",
2015,OCT THRU DEC,,SOUTH DAKOTA,46,,"LOSS, DEADOUT","9,000",
2015,OCT THRU DEC,,TENNESSEE,47,,"LOSS, DEADOUT","1,100",
2015,OCT THRU DEC,,TEXAS,48,,"LOSS, DEADOUT","25,000",
2015,OCT THRU DEC,,UTAH,49,,"LOSS, DEADOUT","1,900",
2015,OCT THRU DEC,,VERMONT,50,,"LOSS, DEADOUT",940,
2015,OCT THRU DEC,,VIRGINIA,51,,"LOSS, DEADOUT",750,
2015,OCT THRU DEC,,WASHINGTON,53,,"LOSS, DEADOUT","6,500",
2015,OCT THRU DEC,,WEST VIRGINIA,54,,"LOSS, DEADOUT",610,
2015,OCT THRU DEC,,WISCONSIN,55,,"LOSS, DEADOUT","6,500",
2015,OCT THRU DEC,,WYOMING,56,,"LOSS, DEADOUT","1,300",
2017,MARKETING YEAR,,ALABAMA,1,,INVENTORY,"7,000",
2017,MARKETING YEAR,,ARIZONA,4,,INVENTORY,"22,000",
2017,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,"29,000",
2017,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,"335,000",
2017,MARKETING YEAR,,COLORADO,8,,INVENTORY,"33,000",
2017,MARKETING YEAR,,FLORIDA,12,,INVENTORY,"205,000",
2017,MARKETING YEAR,,GEORGIA,13,,INVENTORY,"99,000",
2017,MARKETING YEAR,,HAWAII,15,,INVENTORY,"12,000",
2017,MARKETING YEAR,,IDAHO,16,,INVENTORY,"95,000",
2017,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,"11,000",
2017,MARKETING YEAR,,INDIANA,18,,INVENTORY,"7,000",
2017,MARKETING YEAR,,IOWA,19,,INVENTORY,"35,000",
2017,MARKETING YEAR,,KANSAS,20,,INVENTORY,"7,000",
2017,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,"5,000",
2017,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,"43,000",
2017,MARKETING YEAR,,MAINE,23,,INVENTORY,"12,000",
2017,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,"87,000",
2017,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,"126,000",
2017,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,"13,000",
2017,MARKETING YEAR,,MISSOURI,29,,INVENTORY,"8,000",
2017,MARKETING YEAR,,MONTANA,30,,INVENTORY,"145,000",
2017,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,"42,000",
2017,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,"13,000",
2017,MARKETING YEAR,,NEW YORK,36,,INVENTORY,"57,000",
2017,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,"11,000",
2017,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,"455,000",
2017,MARKETING YEAR,,OHIO,39,,INVENTORY,"15,000",
2017,MARKETING YEAR,,OREGON,41,,INVENTORY,"78,000",
2017,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,"16,000",
2017,MARKETING YEAR,,SOUTH CAROLINA,45,,INVENTORY,"16,000",
2017,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,"255,000",
2017,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,"7,000",
2017,MARKETING YEAR,,TEXAS,48,,INVENTORY,"120,000",
2017,MARKETING YEAR,,UTAH,49,,INVENTORY,"27,000",
2017,MARKETING YEAR,,VERMONT,50,,INVENTORY,"7,000",
2017,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,"5,000",
2017,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,"77,000",
2017,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,"6,000",
2017,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,"53,000",
2017,MARKETING YEAR,,WYOMING,56,,INVENTORY,"39,000",
2017,FIRST OF JAN,,ALABAMA,1,,INVENTORY,"7,000",
2017,FIRST OF JAN,,ARIZONA,4,,INVENTORY,"31,000",
2017,FIRST OF JAN,,ARKANSAS,5,,INVENTORY,"18,000",
2017,FIRST OF JAN,,CALIFORNIA,6,,INVENTORY,"1,150,000",
2017,FIRST OF JAN,,COLORADO,8,,INVENTORY,"9,500",
2017,FIRST OF JAN,,CONNECTICUT,9,,INVENTORY,"3,100",
2017,FIRST OF JAN,,FLORIDA,12,,INVENTORY,"260,000",
2017,FIRST OF JAN,,GEORGIA,13,,INVENTORY,"123,000",
2017,FIRST OF JAN,,HAWAII,15,,INVENTORY,"13,000",
2017,FIRST OF JAN,,IDAHO,16,,INVENTORY,"95,000",
2017,FIRST OF JAN,,ILLINOIS,17,,INVENTORY,"11,000",
2017,FIRST OF JAN,,INDIANA,18,,INVENTORY,"7,000",
2017,FIRST OF JAN,,IOWA,19,,INVENTORY,"10,000",
2017,FIRST OF JAN,,KANSAS,20,,INVENTORY,"3,800",
2017,FIRST OF JAN,,KENTUCKY,21,,INVENTORY,"6,500",
2017,FIRST OF JAN,,LOUISIANA,22,,INVENTORY,"44,000",
2017,FIRST OF JAN,,MAINE,23,,INVENTORY,"2,700",
2017,FIRST OF JAN,,MARYLAND,24,,INVENTORY,"9,000",
2017,FIRST OF JAN,,MASSACHUSETTS,25,,INVENTORY,"3,300",
2017,FIRST OF JAN,,MICHIGAN,26,,INVENTORY,"29,000",
2017,FIRST OF JAN,,MINNESOTA,27,,INVENTORY,"27,000",
2017,FIRST OF JAN,,MISSISSIPPI,28,,INVENTORY,"31,000",
2017,FIRST OF JAN,,MISSOURI,29,,INVENTORY,"6,500",
2017,FIRST OF JAN,,MONTANA,30,,INVENTORY,"18,500",
2017,FIRST OF JAN,,NEBRASKA,31,,INVENTORY,"7,500",
2017,FIRST OF JAN,,NEW JERSEY,34,,INVENTORY,"6,000",
2017,FIRST OF JAN,,NEW MEXICO,35,,INVENTORY,"5,500",
2017,FIRST OF JAN,,NEW YORK,36,,INVENTORY,"32,000",
2017,FIRST OF JAN,,NORTH CAROLINA,37,,INVENTORY,"16,000",
2017,FIRST OF JAN,,NORTH DAKOTA,38,,INVENTORY,"50,000",
2017,FIRST OF JAN,,OHIO,39,,INVENTORY,"15,500",
2017,FIRST OF JAN,,OKLAHOMA,40,,INVENTORY,"26,000",
2017,FIRST OF JAN,,OREGON,41,,INVENTORY,"71,000",
2017,FIRST OF JAN,,PENNSYLVANIA,42,,INVENTORY,"17,000",
2017,FIRST OF JAN,,SOUTH CAROLINA,45,,INVENTORY,"17,000",
2017,FIRST OF JAN,,SOUTH DAKOTA,46,,INVENTORY,"21,000",
2017,FIRST OF JAN,,TENNESSEE,47,,INVENTORY,"8,500",
2017,FIRST OF JAN,,TEXAS,48,,INVENTORY,"270,000",
2017,FIRST OF JAN,,UTAH,49,,INVENTORY,"16,000",
2017,FIRST OF JAN,,VERMONT,50,,INVENTORY,"6,500",
2017,FIRST OF JAN,,VIRGINIA,51,,INVENTORY,"8,000",
2017,FIRST OF JAN,,WASHINGTON,53,,INVENTORY,"68,000",
2017,FIRST OF JAN,,WEST VIRGINIA,54,,INVENTORY,"5,500",
2017,FIRST OF JAN,,WISCONSIN,55,,INVENTORY,"17,000",
2017,FIRST OF JAN,,WYOMING,56,,INVENTORY,"6,500",
2017,FIRST OF APR,,ALABAMA,1,,INVENTORY,"6,500",
2017,FIRST OF APR,,ARIZONA,4,,INVENTORY,"22,000",
2017,FIRST OF APR,,ARKANSAS,5,,INVENTORY,"17,000",
2017,FIRST OF APR,,CALIFORNIA,6,,INVENTORY,"1,140,000",
2017,FIRST OF APR,,COLORADO,8,,INVENTORY,"16,500",
2017,FIRST OF APR,,CONNECTICUT,9,,INVENTORY,"3,000",
2017,FIRST OF APR,,FLORIDA,12,,INVENTORY,"245,000",
2017,FIRST OF APR,,GEORGIA,13,,INVENTORY,"125,000",
2017,FIRST OF APR,,HAWAII,15,,INVENTORY,"12,000",
2017,FIRST OF APR,,IDAHO,16,,INVENTORY,"61,000",
2017,FIRST OF APR,,ILLINOIS,17,,INVENTORY,"12,000",
2017,FIRST OF APR,,INDIANA,18,,INVENTORY,"7,500",
2017,FIRST OF APR,,IOWA,19,,INVENTORY,"12,500",
2017,FIRST OF APR,,KANSAS,20,,INVENTORY,"4,400",
2017,FIRST OF APR,,KENTUCKY,21,,INVENTORY,"6,500",
2017,FIRST OF APR,,LOUISIANA,22,,INVENTORY,"56,000",
2017,FIRST OF APR,,MAINE,23,,INVENTORY,"2,200",
2017,FIRST OF APR,,MARYLAND,24,,INVENTORY,"8,000",
2017,FIRST OF APR,,MASSACHUSETTS,25,,INVENTORY,"1,900",
2017,FIRST OF APR,,MICHIGAN,26,,INVENTORY,"55,000",
2017,FIRST OF APR,,MINNESOTA,27,,INVENTORY,"34,000",
2017,FIRST OF APR,,MISSISSIPPI,28,,INVENTORY,"89,000",
2017,FIRST OF APR,,MISSOURI,29,,INVENTORY,"7,000",
2017,FIRST OF APR,,MONTANA,30,,INVENTORY,"46,000",
2017,FIRST OF APR,,NEBRASKA,31,,INVENTORY,"8,500",
2017,FIRST OF APR,,NEW JERSEY,34,,INVENTORY,"6,000",
2017,FIRST OF APR,,NEW MEXICO,35,,INVENTORY,"7,000",
2017,FIRST OF APR,,NEW YORK,36,,INVENTORY,"25,000",
2017,FIRST OF APR,,NORTH CAROLINA,37,,INVENTORY,"24,000",
2017,FIRST OF APR,,NORTH DAKOTA,38,,INVENTORY,"112,000",
2017,FIRST OF APR,,OHIO,39,,INVENTORY,"13,500",
2017,FIRST OF APR,,OKLAHOMA,40,,INVENTORY,"25,000",
2017,FIRST OF APR,,OREGON,41,,INVENTORY,"84,000",
2017,FIRST OF APR,,PENNSYLVANIA,42,,INVENTORY,"15,000",
2017,FIRST OF APR,,SOUTH CAROLINA,45,,INVENTORY,"20,000",
2017,FIRST OF APR,,SOUTH DAKOTA,46,,INVENTORY,"34,000",
2017,FIRST OF APR,,TENNESSEE,47,,INVENTORY,"8,500",
2017,FIRST OF APR,,TEXAS,48,,INVENTORY,"345,000",
2017,FIRST OF APR,,UTAH,49,,INVENTORY,"19,000",
2017,FIRST OF APR,,VERMONT,50,,INVENTORY,"6,000",
2017,FIRST OF APR,,VIRGINIA,51,,INVENTORY,"8,500",
2017,FIRST OF APR,,WASHINGTON,53,,INVENTORY,"89,000",
2017,FIRST OF APR,,WEST VIRGINIA,54,,INVENTORY,"7,500",
2017,FIRST OF APR,,WISCONSIN,55,,INVENTORY,"18,000",
2017,FIRST OF APR,,WYOMING,56,,INVENTORY,"15,000",
2016,MARKETING YEAR,,ALABAMA,1,,INVENTORY,"7,000",
2016,MARKETING YEAR,,ARIZONA,4,,INVENTORY,"27,000",
2016,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,"24,000",
2016,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,"310,000",
2016,MARKETING YEAR,,COLORADO,8,,INVENTORY,"32,000",
2016,MARKETING YEAR,,FLORIDA,12,,INVENTORY,"215,000",
2016,MARKETING YEAR,,GEORGIA,13,,INVENTORY,"96,000",
2016,MARKETING YEAR,,HAWAII,15,,INVENTORY,"16,000",
2016,MARKETING YEAR,,IDAHO,16,,INVENTORY,"97,000",
2016,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,"10,000",
2016,MARKETING YEAR,,INDIANA,18,,INVENTORY,"7,000",
2016,MARKETING YEAR,,IOWA,19,,INVENTORY,"37,000",
2016,MARKETING YEAR,,KANSAS,20,,INVENTORY,"7,000",
2016,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,"5,000",
2016,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,"50,000",
2016,MARKETING YEAR,,MAINE,23,,INVENTORY,"12,000",
2016,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,"89,000",
2016,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,"124,000",
2016,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,"19,000",
2016,MARKETING YEAR,,MISSOURI,29,,INVENTORY,"8,000",
2016,MARKETING YEAR,,MONTANA,30,,INVENTORY,"159,000",
2016,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,"48,000",
2016,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,"12,000",
2016,MARKETING YEAR,,NEW YORK,36,,INVENTORY,"64,000",
2016,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,"12,000",
2016,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,"485,000",
2016,MARKETING YEAR,,OHIO,39,,INVENTORY,"15,000",
2016,MARKETING YEAR,,OREGON,41,,INVENTORY,"74,000",
2016,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,"19,000",
2016,MARKETING YEAR,,SOUTH CAROLINA,45,,INVENTORY,"16,000",
2016,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,"280,000",
2016,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,"6,000",
2016,MARKETING YEAR,,TEXAS,48,,INVENTORY,"133,000",
2016,MARKETING YEAR,,UTAH,49,,INVENTORY,"31,000",
2016,MARKETING YEAR,,VERMONT,50,,INVENTORY,"6,000",
2016,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,"5,000",
2016,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,"84,000",
2016,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,"5,000",
2016,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,"54,000",
2016,MARKETING YEAR,,WYOMING,56,,INVENTORY,"40,000",
2016,FIRST OF JAN,,ALABAMA,1,,INVENTORY,"7,500",
2016,FIRST OF JAN,,ARIZONA,4,,INVENTORY,"30,000",
2016,FIRST OF JAN,,ARKANSAS,5,,INVENTORY,"27,000",
2016,FIRST OF JAN,,CALIFORNIA,6,,INVENTORY,"1,130,000",
2016,FIRST OF JAN,,COLORADO,8,,INVENTORY,"5,000",
2016,FIRST OF JAN,,CONNECTICUT,9,,INVENTORY,"2,700",
2016,FIRST OF JAN,,FLORIDA,12,,INVENTORY,"275,000",
2016,FIRST OF JAN,,GEORGIA,13,,INVENTORY,"100,000",
2016,FIRST OF JAN,,HAWAII,15,,INVENTORY,"15,000",
2016,FIRST OF JAN,,IDAHO,16,,INVENTORY,"91,000",
2016,FIRST OF JAN,,ILLINOIS,17,,INVENTORY,"8,500",
2016,FIRST OF JAN,,INDIANA,18,,INVENTORY,"6,500",
2016,FIRST OF JAN,,IOWA,19,,INVENTORY,"13,000",
2016,FIRST OF JAN,,KANSAS,20,,INVENTORY,"5,000",
2016,FIRST OF JAN,,KENTUCKY,21,,INVENTORY,"6,500",
2016,FIRST OF JAN,,LOUISIANA,22,,INVENTORY,"54,000",
2016,FIRST OF JAN,,MAINE,23,,INVENTORY,"2,200",
2016,FIRST OF JAN,,MARYLAND,24,,INVENTORY,"7,500",
2016,FIRST OF JAN,,MASSACHUSETTS,25,,INVENTORY,"3,000",
2016,FIRST OF JAN,,MICHIGAN,26,,INVENTORY,"25,000",
2016,FIRST OF JAN,,MINNESOTA,27,,INVENTORY,"36,000",
2016,FIRST OF JAN,,MISSISSIPPI,28,,INVENTORY,"21,000",
2016,FIRST OF JAN,,MISSOURI,29,,INVENTORY,"10,000",
2016,FIRST OF JAN,,MONTANA,30,,INVENTORY,"16,500",
2016,FIRST OF JAN,,NEBRASKA,31,,INVENTORY,"11,000",
2016,FIRST OF JAN,,NEW JERSEY,34,,INVENTORY,"6,000",
2016,FIRST OF JAN,,NEW MEXICO,35,,INVENTORY,"6,000",
2016,FIRST OF JAN,,NEW YORK,36,,INVENTORY,"31,000",
2016,FIRST OF JAN,,NORTH CAROLINA,37,,INVENTORY,"18,500",
2016,FIRST OF JAN,,NORTH DAKOTA,38,,INVENTORY,"89,000",
2016,FIRST OF JAN,,OHIO,39,,INVENTORY,"16,500",
2016,FIRST OF JAN,,OKLAHOMA,40,,INVENTORY,"13,500",
2016,FIRST OF JAN,,OREGON,41,,INVENTORY,"68,000",
2016,FIRST OF JAN,,PENNSYLVANIA,42,,INVENTORY,"12,500",
2016,FIRST OF JAN,,SOUTH CAROLINA,45,,INVENTORY,"16,500",
2016,FIRST OF JAN,,SOUTH DAKOTA,46,,INVENTORY,"47,000",
2016,FIRST OF JAN,,TENNESSEE,47,,INVENTORY,"9,000",
2016,FIRST OF JAN,,TEXAS,48,,INVENTORY,"240,000",
2016,FIRST OF JAN,,UTAH,49,,INVENTORY,"12,000",
2016,FIRST OF JAN,,VERMONT,50,,INVENTORY,"5,500",
2016,FIRST OF JAN,,VIRGINIA,51,,INVENTORY,"6,500",
2016,FIRST OF JAN,,WASHINGTON,53,,INVENTORY,"77,000",
2016,FIRST OF JAN,,WEST VIRGINIA,54,,INVENTORY,"6,500",
2016,FIRST OF JAN,,WISCONSIN,55,,INVENTORY,"20,000",
2016,FIRST OF JAN,,WYOMING,56,,INVENTORY,"2,700",
2016,FIRST OF APR,,ALABAMA,1,,INVENTORY,"8,000",
2016,FIRST OF APR,,ARIZONA,4,,INVENTORY,"22,000",
2016,FIRST OF APR,,ARKANSAS,5,,INVENTORY,"24,000",
2016,FIRST OF APR,,CALIFORNIA,6,,INVENTORY,"1,110,000",
2016,FIRST OF APR,,COLORADO,8,,INVENTORY,"9,500",
2016,FIRST OF APR,,CONNECTICUT,9,,INVENTORY,"2,500",
2016,FIRST OF APR,,FLORIDA,12,,INVENTORY,"240,000",
2016,FIRST OF APR,,GEORGIA,13,,INVENTORY,"108,000",
2016,FIRST OF APR,,HAWAII,15,,INVENTORY,"13,500",
2016,FIRST OF APR,,IDAHO,16,,INVENTORY,"60,000",
2016,FIRST OF APR,,ILLINOIS,17,,INVENTORY,"9,000",
2016,FIRST OF APR,,INDIANA,18,,INVENTORY,"4,300",
2016,FIRST OF APR,,IOWA,19,,INVENTORY,"10,500",
2016,FIRST OF APR,,KANSAS,20,,INVENTORY,"4,700",
2016,FIRST OF APR,,KENTUCKY,21,,INVENTORY,"5,500",
2016,FIRST OF APR,,LOUISIANA,22,,INVENTORY,"52,000",
2016,FIRST OF APR,,MAINE,23,,INVENTORY,"3,600",
2016,FIRST OF APR,,MARYLAND,24,,INVENTORY,"8,000",
2016,FIRST OF APR,,MASSACHUSETTS,25,,INVENTORY,"4,200",
2016,FIRST OF APR,,MICHIGAN,26,,INVENTORY,"40,000",
2016,FIRST OF APR,,MINNESOTA,27,,INVENTORY,"27,000",
2016,FIRST OF APR,,MISSISSIPPI,28,,INVENTORY,"85,000",
2016,FIRST OF APR,,MISSOURI,29,,INVENTORY,"12,000",
2016,FIRST OF APR,,MONTANA,30,,INVENTORY,"62,000",
2016,FIRST OF APR,,NEBRASKA,31,,INVENTORY,"19,500",
2016,FIRST OF APR,,NEW JERSEY,34,,INVENTORY,"4,200",
2016,FIRST OF APR,,NEW MEXICO,35,,INVENTORY,"6,500",
2016,FIRST OF APR,,NEW YORK,36,,INVENTORY,"31,000",
2016,FIRST OF APR,,NORTH CAROLINA,37,,INVENTORY,"23,000",
2016,FIRST OF APR,,NORTH DAKOTA,38,,INVENTORY,"110,000",
2016,FIRST OF APR,,OHIO,39,,INVENTORY,"14,000",
2016,FIRST OF APR,,OKLAHOMA,40,,INVENTORY,"12,000",
2016,FIRST OF APR,,OREGON,41,,INVENTORY,"77,000",
2016,FIRST OF APR,,PENNSYLVANIA,42,,INVENTORY,"11,000",
2016,FIRST OF APR,,SOUTH CAROLINA,45,,INVENTORY,"12,500",
2016,FIRST OF APR,,SOUTH DAKOTA,46,,INVENTORY,"51,000",
2016,FIRST OF APR,,TENNESSEE,47,,INVENTORY,"8,000",
2016,FIRST OF APR,,TEXAS,48,,INVENTORY,"340,000",
2016,FIRST OF APR,,UTAH,49,,INVENTORY,"14,500",
2016,FIRST OF APR,,VERMONT,50,,INVENTORY,"5,000",
2016,FIRST OF APR,,VIRGINIA,51,,INVENTORY,"6,000",
2016,FIRST OF APR,,WASHINGTON,53,,INVENTORY,"91,000",
2016,FIRST OF APR,,WEST VIRGINIA,54,,INVENTORY,"7,000",
2016,FIRST OF APR,,WISCONSIN,55,,INVENTORY,"18,500",
2016,FIRST OF APR,,WYOMING,56,,INVENTORY,"6,500",
2016,FIRST OF JUL,,ALABAMA,1,,INVENTORY,"8,000",
2016,FIRST OF JUL,,ARIZONA,4,,INVENTORY,"30,000",
2016,FIRST OF JUL,,ARKANSAS,5,,INVENTORY,"32,000",
2016,FIRST OF JUL,,CALIFORNIA,6,,INVENTORY,"740,000",
2016,FIRST OF JUL,,COLORADO,8,,INVENTORY,"33,000",
2016,FIRST OF JUL,,CONNECTICUT,9,,INVENTORY,"3,100",
2016,FIRST OF JUL,,FLORIDA,12,,INVENTORY,"200,000",
2016,FIRST OF JUL,,GEORGIA,13,,INVENTORY,"102,000",
2016,FIRST OF JUL,,HAWAII,15,,INVENTORY,"13,500",
2016,FIRST OF JUL,,IDAHO,16,,INVENTORY,"79,000",
2016,FIRST OF JUL,,ILLINOIS,17,,INVENTORY,"11,000",
2016,FIRST OF JUL,,INDIANA,18,,INVENTORY,"9,500",
2016,FIRST OF JUL,,IOWA,19,,INVENTORY,"50,000",
2016,FIRST OF JUL,,KANSAS,20,,INVENTORY,"8,000",
2016,FIRST OF JUL,,KENTUCKY,21,,INVENTORY,"7,500",
2016,FIRST OF JUL,,LOUISIANA,22,,INVENTORY,"51,000",
2016,FIRST OF JUL,,MAINE,23,,INVENTORY,"5,500",
2016,FIRST OF JUL,,MARYLAND,24,,INVENTORY,"7,000",
2016,FIRST OF JUL,,MASSACHUSETTS,25,,INVENTORY,"9,500",
2016,FIRST OF JUL,,MICHIGAN,26,,INVENTORY,"108,000",
2016,FIRST OF JUL,,MINNESOTA,27,,INVENTORY,"132,000",
2016,FIRST OF JUL,,MISSISSIPPI,28,,INVENTORY,"19,000",
2016,FIRST OF JUL,,MISSOURI,29,,INVENTORY,"13,500",
2016,FIRST OF JUL,,MONTANA,30,,INVENTORY,"147,000",
2016,FIRST OF JUL,,NEBRASKA,31,,INVENTORY,"45,000",
2016,FIRST OF JUL,,NEW JERSEY,34,,INVENTORY,"18,000",
2016,FIRST OF JUL,,NEW MEXICO,35,,INVENTORY,"6,500",
2016,FIRST OF JUL,,NEW YORK,36,,INVENTORY,"56,000",
2016,FIRST OF JUL,,NORTH CAROLINA,37,,INVENTORY,"25,000",
2016,FIRST OF JUL,,NORTH DAKOTA,38,,INVENTORY,"510,000",
2016,FIRST OF JUL,,OHIO,39,,INVENTORY,"21,000",
2016,FIRST OF JUL,,OKLAHOMA,40,,INVENTORY,"3,700",
2016,FIRST OF JUL,,OREGON,41,,INVENTORY,"107,000",
2016,FIRST OF JUL,,PENNSYLVANIA,42,,INVENTORY,"19,000",
2016,FIRST OF JUL,,SOUTH CAROLINA,45,,INVENTORY,"13,000",
2016,FIRST OF JUL,,SOUTH DAKOTA,46,,INVENTORY,"178,000",
2016,FIRST OF JUL,,TENNESSEE,47,,INVENTORY,"10,000",
2016,FIRST OF JUL,,TEXAS,48,,INVENTORY,"129,000",
2016,FIRST OF JUL,,UTAH,49,,INVENTORY,"27,000",
2016,FIRST OF JUL,,VERMONT,50,,INVENTORY,"6,500",
2016,FIRST OF JUL,,VIRGINIA,51,,INVENTORY,"8,000",
2016,FIRST OF JUL,,WASHINGTON,53,,INVENTORY,"57,000",
2016,FIRST OF JUL,,WEST VIRGINIA,54,,INVENTORY,"7,500",
2016,FIRST OF JUL,,WISCONSIN,55,,INVENTORY,"71,000",
2016,FIRST OF JUL,,WYOMING,56,,INVENTORY,"32,000",
2016,FIRST OF OCT,,ALABAMA,1,,INVENTORY,"7,000",
2016,FIRST OF OCT,,ARIZONA,4,,INVENTORY,"29,000",
2016,FIRST OF OCT,,ARKANSAS,5,,INVENTORY,"28,000",
2016,FIRST OF OCT,,CALIFORNIA,6,,INVENTORY,"770,000",
2016,FIRST OF OCT,,COLORADO,8,,INVENTORY,"30,000",
2016,FIRST OF OCT,,CONNECTICUT,9,,INVENTORY,"3,100",
2016,FIRST OF OCT,,FLORIDA,12,,INVENTORY,"255,000",
2016,FIRST OF OCT,,GEORGIA,13,,INVENTORY,"96,000",
2016,FIRST OF OCT,,HAWAII,15,,INVENTORY,"13,500",
2016,FIRST OF OCT,,IDAHO,16,,INVENTORY,"121,000",
2016,FIRST OF OCT,,ILLINOIS,17,,INVENTORY,"9,000",
2016,FIRST OF OCT,,INDIANA,18,,INVENTORY,"7,500",
2016,FIRST OF OCT,,IOWA,19,,INVENTORY,"54,000",
2016,FIRST OF OCT,,KANSAS,20,,INVENTORY,"5,000",
2016,FIRST OF OCT,,KENTUCKY,21,,INVENTORY,"7,500",
2016,FIRST OF OCT,,LOUISIANA,22,,INVENTORY,"48,000",
2016,FIRST OF OCT,,MAINE,23,,INVENTORY,"3,500",
2016,FIRST OF OCT,,MARYLAND,24,,INVENTORY,"7,500",
2016,FIRST OF OCT,,MASSACHUSETTS,25,,INVENTORY,"8,000",
2016,FIRST OF OCT,,MICHIGAN,26,,INVENTORY,"101,000",
2016,FIRST OF OCT,,MINNESOTA,27,,INVENTORY,"113,000",
2016,FIRST OF OCT,,MISSISSIPPI,28,,INVENTORY,"17,500",
